id	headline	url	bias_horizontal	bias_vertical	country	source	dominant_emotion	intensity	cause	experiencer	target	cue	other_emotions	reader_emotions
3b44cbe7	Hundreds of Jewish Activists Surround ICE Office to Protest Detention Centers	https://truthout.org/articles/hundreds-of-jewish-activists-surround-ice-office-to-protest-detention-centers/	-24	36	US	Truthout	anger	medium	"[[""surround ice office to protest detention centers""]]"	"[[""jewish""]]"	"[[""detention centers""]]"	"[[""protest""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
4878e763	Hypocritical New York Times Mocks Trump Summit of ‘Right-Wing Social Media Trolls’	https://www.newsbusters.org/blogs/nb/clay-waters/2019/07/12/hypocritical-new-york-times-mocks-trump-summit-right-wing-social			US	NewsBusters	annoyance	medium	"[[""right-wing social media trolls""]]"	"[[""hypocritical new york times""]]"	"[[""Trump Summit""]]"	"[[""mocks""]]"	annoyance	annoyance
5b959095	Impeaching Trump Shouldn’t Mean Abandoning Other Key Battles	https://truthout.org/articles/impeaching-trump-shouldnt-mean-abandoning-other-key-battles/	-24	36	US	Truthout	guilt	medium	"[[""impeaching trump shouldn’t mean abandoning other key battles""]]"	[[]]	[[]]	"[[""impeaching""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
0d2c951b	In Sudan, a Secret Meeting and Public Rage Propelled a Power-Sharing Deal	https://www.nytimes.com/2019/07/05/world/africa/sudan-power-sharing-deal.html?emc=rss&partner=rss	-5	52	US	NYT	annoyance	medium	"[[""rage propelled a power-sharing deal""]]"	[[]]	"[[""secret meeting and public""]]"	"[[""""]]"	annoyance	annoyance
fdd4dd99	India’s Futile War on Open Defecation	https://newrepublic.com/article/153549/indias-futile-war-open-defecation	-19	46	UK	TNR	negative_anticipation_including_pessimism	medium	"[[""india’s futile war on open defecation"",""open defecation""]]"	"[[""india""]]"	"[[""defecation""]]"	"[[""war""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
fcd48d12	Intelligence scholar sues Cambridge academic, U.S. news outlets over reports on Flynn links	https://www.politico.com/blogs/under-the-radar/2019/05/24/cambridge-academic-news-outlets-flynn-links-1342943	-3	55	US	PoliticoPulse	negative_surprise	medium	"[[""u.s. news outlets over reports on flynn links""]]"	"[[""cambridge academic""]]"	"[[""u.s. news outlets over reports on flynn links""]]"	"[[""sues""]]"	annoyance	annoyance
43e9d594	Introducing the Anxiety Hour: a Mental Health Podcast from VICE	https://www.vice.com/en_au/article/j57ze7/introducing-the-anxiety-hour-a-mental-health-podcast-from-vice	-10	42	UK-US	Vice	positive_surprise	medium	"[[""a mental health podcast from vice""]]"	[[]]	"[[""a mental health podcast from vice""]]"	"[[""introducing""]]"	annoyance	annoyance
01e55a9d	Investing in wine: the end of the Burgundy bubble	https://www.theweek.co.uk/102500/investing-in-wine-the-end-of-the-burgundy-bubble	-10	44	UK-US	TheWeek	negative_anticipation_including_pessimism	medium	"[[""the end of the burgundy bubble"",""investing in wine: the end of the burgundy bubble""]]"	[[]]	"[[""the end of the burgundy bubble""]]"	"[[""end""]]"	annoyance	annoyance
e08fb8a4	Iran Says It Will Break Uranium Stockpile Limit Agreed On In Nuclear Deal	https://www.huffpost.com/entry/iran-break-uranium-stockpile-limit-nuclear_n_5d075745e4b0985c41a05965	-20	24	US	HuffPost	negative_anticipation_including_pessimism	medium	"[[""uranium stockpile limit agreed on in nuclear deal"",""says it will break uranium stockpile limit agreed on in nuclear deal""]]"	"[[""iran""]]"	"[[""uranium stockpile limit agreed on in nuclear deal""]]"	"[[""break""]]"	annoyance	annoyance
4a14331c	Iran Undeterred as U.S. Calls for Coalition to Police Key Waterways	https://foreignpolicy.com/2019/07/22/iran-undeterred-as-u-s-calls-for-coalition-to-police-key-waterways/	9	45	US	ForeignPolicy	annoyance	medium	"[[""calls for coalition to police key waterways""]]"	[[]]	"[[""calls for coalition to police key waterways""]]"	"[[""Undeterred""]]"	annoyance	annoyance
4ee33905	Iran’s Attempts To Start Talks Reveal Trump’s Strategy Is Working	https://thefederalist.com/2019/07/30/irans-attempts-to-start-talks-reveal-trumps-strategy-is-working/	27	26	US	TheFederalist	pride	medium	"[[""trump’s strategy is working""]]"	"[[""iran’s""]]"	"[[""trump""]]"	"[[""attempts""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
9545f01e	Israel faces possible second election amid coalition crisis	https://abcnews.go.com/International/wireStory/israels-parliament-dissolve-amid-coalition-crisis-63302888	0	57	US	ABC	negative_anticipation_including_pessimism	medium	"[[""israel faces possible second election amid coalition crisis""]]"	"[[""israel""]]"	"[[""possible second election""]]"	"[[""crisis""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
2dec4bc3	Israel lurches toward unprecedented political crisis, Netanyahu faces possible 2nd election	https://www.nbcnews.com/politics/elections/israel-lurches-toward-unprecedented-political-crisis-netanyahu-faces-possible-2nd-n1010536?cid=public-rss_20190527	-3	57	US	NBC	fear	medium	"[[""lurches toward unprecedented political crisis""]]"	"[[""israel""]]"	"[[""political""]]"	"[[""lurches""]]"	annoyance	annoyance
6bc80810	It sure looks like Trump is subverting the succession process to put a loyalist in charge of intel	https://thinkprogress.org/trump-signals-he-may-choose-a-loyalist-to-run-intelligence-agencies-after-dan-coats-leaves-170d3e7a8ed0/	-13	42	US	ThinkProgress	negative_anticipation_including_pessimism	medium	"[[""subverting the succession process to put a loyalist in charge of intel""]]"	"[[""trump""]]"	"[[""subverting the succession process to put a loyalist in charge of intel""]]"	"[[""subverting""]]"	annoyance	annoyance
5476dbc5	Italy explains refusal to recognize Venezuela's Guaido	https://abcnews.go.com/International/wireStory/italy-explains-refusal-recognize-venezuelas-guaido-62980215	27	20	US	FoxNews	negative_surprise	medium	"[[""explains refusal to recognize venezuela's guaido"",""refusal to recognize venezuela's guaido""]]"	"[[""italy""]]"	"[[""italy""]]"	"[[""refusal""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
90b6274c	It’s Not Just Bieber: A Totally Non-Comprehensive But Important List of Places Instagram Influencers Have Ruined	http://feedproxy.google.com/~r/motherjones/feed/~3/XXEtMTUQQD8/	-24	40	US	MotherJones	sadness	medium	"[[""a totally non-comprehensive but important list of places instagram influencers have ruined""]]"	[[]]	"[[""instagram influencers""]]"	"[[""ruined""]]"	no_other_additional_emotions_are_expressed	disgust
62993929	It’s Trump’s Fourth of July Now	https://foreignpolicy.com/2019/07/03/celebrating-the-trump-of-july/	9	45	US	ForeignPolicy	trust	medium	"[[""it’s trump’s fourth of july now""]]"	"[[""trump’s""]]"	"[[""fourth""]]"	[]	annoyance	annoyance
7fdc3878	James Holzhauer’s Jeopardy winning streak has come to an end	https://www.vox.com/culture/2019/6/3/18650485/jeopardy-james-holzhauer-loses-record-winnings	-16	43	US	Vox	sadness	medium	"[[""winning streak has come to an end""]]"	"[[""james holzhauer’s""]]"	[[]]	"[[""winning streak""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
30e756f7	Joe Biden Courts Blue Collar Voters, Says 'I Am a Union Man': Reason Roundup	https://reason.com/2019/04/30/joe-biden-union-voters-blood-heir/	18	42	US	Reason	pride	medium	"[[""says 'i am a union man': reason roundup""]]"	"[[""joe biden""]]"	"[[""says 'i am a union man': reason roundup""]]"	"[[""voters""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
386168f5	Joe Biden Is Not a Blue-Collar Candidate	https://jacobinmag.com/2019/05/joe-biden-presidential-primary-working-class/	-28	47	US	Jacobin	negative_surprise	medium	"[[""blue-collar candidate"",""is not a blue-collar candidate""]]"	[[]]	"[[""blue-collar candidate"",""joe biden""]]"	"[[""not""]]"	annoyance	annoyance
db64af79	Joe Biden Just Offered a Peek at His Health Care Plan. We Have a Bunch of Questions.	https://slate.com/business/2019/06/joe-biden-health-care-plan-he-gave-a-peek-and-we-have-questions.html?via=rss	-21	43	US	Slate	positive_surprise	medium	"[[""we have a bunch of questions.""]]"	"[[""joe biden""]]"	"[[""we have a bunch of questions.""]]"	"[[""Health Care Plan""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
8f4a9f8e	Joe Biden turns inappropriate touching accusations into a punchline	https://www.vox.com/2019/4/5/18296952/joe-biden-inappropriate-touching-jokes-speech	-16	43	US	Vox	disgust	medium	[[]]	[[]]	[[]]	[[]]	annoyance	annoyance
cc997a6f	Joe Biden: Build 'James Bond-Style' Guns That Don't Fire Without DNA Match	http://feedproxy.google.com/~r/breitbart/~3/GMFnuEgE5Vk/	-15	51	US	BuzzFeed	fear	medium	"[[""that don't fire without dna match""]]"	"[[""joe biden""]]"	"[[""dna match""]]"	"[[""guns""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
728a3ce6	John Solomon: Top Prosecutor Has Proof Ukraine Colluded with Hillary Campaign in 2016 Election	https://www.thegatewaypundit.com/2019/03/441415/	35	12	US	TheGatewayPundit	trust	medium	"[[""has proof ukraine colluded with hillary campaign in 2016 election""]]"	"[[""john solomon""]]"	"[[""hillary""]]"	"[[""colluded""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
de9a85b7	Judge Agrees Black Driver Involved In Fatal Hit-And-Run Feared Police ‘Racism’	https://dailycaller.com/2019/04/21/judge-black-driver-fatal-hit-and-run-feared-police-racism/	24	12	US	dailycaller	disgust	medium	"[[""involved in fatal hit-and-run feared police ‘racism’""]]"	[[]]	"[[""judge""]]"	"[[""Hit-And-Run Feared Police ‘Racism’""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
bfeafb68	Judge Orders Ethics Training For Michael Flynn’s Former Lawyers	https://thefederalist.com/2019/07/18/judge-orders-ethics-training-michael-flynns-former-lawyers/	27	26	US	TheFederalist	shame	medium	"[[""training for michael flynn’s former lawyers""]]"	[[]]	"[[""lawyers""]]"	"[[""ethics training""]]"	annoyance	annoyance
a3fe3328	Judge Upholds Trump Rule Expanding Non-Obamacare Plans	http://www.thefiscaltimes.com/2019/07/19/Judge-Upholds-Trump-Rule-Expanding-Non-Obamacare-Plans	12	39	US	fiscaltimes	negative_surprise	medium	"[[""expanding non-obamacare plans""]]"	"[[""judge""]]"	"[[""trump""]]"	"[[""upholds""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
05ba5f58	Judiciary Committee focuses on Mueller report with pundit panel	https://www.rollcall.com/news/congress/judiciary-committee-focuses-on-mueller-report-with-pundit-panel			US	RollCall	trust	medium	"[[""judiciary committee focuses on mueller report with pundit panel""]]"	[[]]	"[[""judiciary committee focuses on mueller report with pundit panel""]]"	[[]]	annoyance	annoyance
62a354ae	Julian Castro says Kellyanne should go, defends own Hatch Act violation	https://hotair.com/archives/2019/06/18/julian-castro-says-kellyanne-go-defends-hatch-act-violation/			US	HotAir	anger	medium	"[[""defends own hatch act violation""]]"	"[[""julian castro""]]"	"[[""kellyanne""]]"	"[[""defends""]]"	annoyance	annoyance
afa0f9ac	Kanye West bashes liberals for bullying Trump supporters in Netflix interview with David Letterman	http://channels.feeddigest.com/news?id=8392553817	27	8	US	TheBlaze	anger	medium	"[[""bullying trump supporters in netflix interview with david letterman""]]"	"[[""kanye west""]]"	"[[""liberals""]]"	"[[""bashes""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
55f7e7d0	Kellyanne Conway rips Nikki Haley for Trump criticism just as husband George urges the former UN ambassador to join ‘the right side of history’	https://www.alternet.org/2019/08/kellyanne-conway-rips-nikki-haley-for-trump-criticism-just-as-husband-george-encourages-the-former-un-ambassador-to-join-the-right-side-of-history/	-23	18	US	Alternet	annoyance	medium	[[]]	[[]]	[[]]	[[]]	annoyance	annoyance
a3f7bed9	Kids In Philadelphia Muslim Society: ‘We Will Chop Off Their Heads’ For Allah	https://www.dailywire.com/news/46764/watch-kids-philadelphia-muslim-society-we-will-ryan-saavedra	28	16	US	dailywire	anger	medium	"[[""‘we will chop off their heads’ for allah""]]"	"[[""kids"",""kids in philadelphia muslim society""]]"	"[[""we will chop off their heads’ for allah""]]"	"[[""chop""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
0b11ee47	L.A. County health officials warn of measles exposure at Westside shops	https://www.latimes.com/california/story/2019-07-25/measles-risk-westside-los-angeles-shops	-6	58	US	LATimes	annoyance	medium	[[]]	[[]]	[[]]	"[[""warn""]]"	annoyance	annoyance
d486ebdf	Lawmaker Skipping Time Off for Cancer Recovery to Block Anti-Abortion Bill: “I Wouldn’t Be Able to Live With Myself”	https://theintercept.com/2019/06/05/abortion-born-alive-bill-north-carolina/	-23	49	US	Intercept	pride	medium	"[[""anti-abortion""]]"	"[[""lawmaker""]]"	"[[""anti-abortion""]]"	"[[""Skipping Time Off for Cancer Recovery to Block Anti-Abortion Bill""]]"	annoyance	annoyance
e6fda2e8	Left Attacks Economist Art Laffer as 'Kook,' 'Destructive' Force	https://www.newsbusters.org/blogs/business/joseph-valle/2019/06/20/left-attacks-economist-art-laffer-kook-destructive-force			US	NewsBusters	anger	medium	"[[""left attacks economist art laffer as 'kook,' 'destructive' force""]]"	[[]]	"[[""laffer""]]"	"[[""'Kook,' 'Destructive' Force""]]"	annoyance	annoyance
0bd77554	Letter details ‘severe’ sexual harassment at AccuWeather under Trump’s pick to lead NOAA	https://thinkprogress.org/severe-sexual-harassment-at-accuweather-barry-lee-myers-trump-nominee-noaa-f7615ff72181/	-13	42	US	ThinkProgress	disgust	medium	"[[""sexual harassment at accuweather under trump’s pick to lead noaa"",""details ‘severe’ sexual harassment at accuweather under trump’s pick to lead noaa""]]"	"[[""accuweather""]]"	"[[""sexual harassment at accuweather under trump’s pick to lead noaa""]]"	"[[""‘severe’ sexual harassment""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
86676883	Liberals Begin to Revolt against ‘Rock Stupid’ Homelessness Policies	https://www.nationalreview.com/2019/05/denver-voters-reject-homeless-referendum/	20	51	US	NationalReview	anger	medium	"[[""to revolt against ‘rock stupid’ homelessness policies"",""against ‘rock stupid’ homelessness policies""]]"	"[[""liberals""]]"	"[[""policies""]]"	"[[""revolt""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
d41828d6	Lies About Iran Killing US Troops in Iraq Are a Ploy to Justify War	https://truthout.org/articles/lies-about-iran-killing-us-troops-in-iraq-are-a-ploy-to-justify-war/	-24	36	US	Truthout	anger	medium	"[[""ploy to justify war""]]"	[[]]	"[[""are a ploy to justify war""]]"	"[[""lies""]]"	annoyance	no_i_did_not_feel_any_emotion
5306a17d	Live in the ‘here and now,’ even in traffic court, says Rep. Ben Cline	https://www.rollcall.com/news/congress/ben-cline-staffer-turned-member			US	RollCall	joy	medium	"[[""live in the ‘here and now,’ even in traffic court""]]"	"[[""rep. ben cline""]]"	"[[""ben cline""]]"	"[[""live""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
d168c6fc	Maria Butina Says She Was 'Building Peace.' That's Not How The Feds See It	https://www.npr.org/2019/05/10/721479139/maria-butina-says-she-was-building-peace-that-s-not-how-the-feds-see-it?utm_medium=RSS&utm_campaign=news	-5	56	US	NPR	negative_surprise	medium	"[[""maria butina says she was 'building peace.' that's not how the feds see it""]]"	"[[""maria butina""]]"	"[[""feds""]]"	"[[""'Building Peace.'""]]"	negative_surprise	negative_surprise
e17ccf88	Mark Meadows Erupts over Kellyanne Subpoena	http://feedproxy.google.com/~r/breitbart/~3/m7xFTBTYb34/	-15	51	US	BuzzFeed	anger	medium	"[[""erupts over kellyanne subpoena""]]"	"[[""mark meadows""]]"	"[[""erupts over kellyanne subpoena""]]"	"[[""erupts""]]"	annoyance	annoyance
378375de	McCarthy Slams Dems for Passing Minimum Wage Bill	https://freebeacon.com/politics/mccarthy-slams-dems-for-passing-minimum-wage-bill/	24	41	US	FreeBacon	disgust	medium	"[[""for passing minimum wage bill""]]"	"[[""mccarthy""]]"	"[[""dems""]]"	"[[""slams""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
6419ddfd	McConnell stumped after reporter asks if it’s OK to tell his immigrant wife to ‘go back to your country’	https://www.alternet.org/2019/07/mcconnell-stumped-after-reporter-asks-if-its-ok-to-tell-his-immigrant-wife-to-go-back-to-your-country/	-23	18	US	Alternet	annoyance	medium	"[[""reporter asks if it’s OK to tell his immigrant wife to ‘go back to your country’""]]"	[[]]	"[[""to tell his immigrant wife to ‘go back to your country""]]"	"[[""stumped""]]"	annoyance	annoyance
101bf79d	Media Slime Novelist Nicholas Sparks As Racist Homophobe	https://www.newsbusters.org/blogs/culture/jorge-plaza/2019/06/14/media-slime-novelist-nicholas-sparks-racist-homophobe			US	NewsBusters	anger	medium	"[[""as racist homophobe""]]"	[[]]	"[[""as racist homophobe""]]"	"[["" Racist Homophobe""]]"	annoyance	annoyance
a972cc5f	Meet the Underground Feminist Group That Provided Abortions Before “Roe”	https://truthout.org/video/meet-the-underground-feminist-group-that-provided-abortions-before-roe/	-24	36	US	Truthout	annoyance	medium	"[[""that provided abortions before “roe”""]]"	"[[""feminist group""]]"	"[[""that provided abortions before “roe”""]]"	"[[""Abortions""]]"	annoyance	annoyance
1013888e	Meghan McCain rips co-host for spreading Julian Assange ‘propaganda’ on ‘The View’: ‘I hope he rots in hell!’	http://channels.feeddigest.com/news?id=8361978102	27	8	US	TheBlaze	anger	medium	"[[""for spreading julian assange ‘propaganda’ on ‘the view’:""]]"	"[[""meghan mccain""]]"	"[[""for spreading julian assange ‘propaganda’ on ‘the view’:""]]"	"[[""rips""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
c6861c2c	Men Told Us How Bottoming Affects Their Eating Habits	https://www.vice.com/en_au/article/zmpwje/gay-male-sex-bottoming-diet	-10	42	UK-US	Vice	negative_surprise	medium	"[[""bottoming affects their eating habits""]]"	"[[""men""]]"	"[[""bottoming affects their eating habits""]]"	"[[""Bottoming""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
f8fedf16	Mexican Police Commander Kidnapped, Executed by Cartel Gunmen	http://feedproxy.google.com/~r/breitbart/~3/LTdUnabaCSw/	34	8	US	Breitbart	negative_surprise	medium	"[[""executed by cartel gunmen""]]"	"[[""mexican police commander""]]"	"[[""cartel gunmen""]]"	"[[""executed"",""kidnapped""]]"	annoyance	no_i_did_not_feel_any_emotion
0e0d4923	Michael Avenatti Arrested, Charged With Bank, Wire Fraud For Alleged Attempt To Extort Nike	https://www.dailywire.com/news/45068/breaking-michael-avenatti-arrested-charged-bank-ryan-saavedra	28	16	US	dailywire	guilt	medium	"[[""arrested, charged with bank, wire fraud for alleged attempt to extort nike""]]"	"[[""michael avenatti""]]"	"[[""arrested, charged with bank, wire fraud for alleged attempt to extort nike""]]"	"[[""arrested""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
aa432834	Military Vehicle Rams Into Crowd Of Protesters In Socialist Venezuela, Report Says	https://www.dailywire.com/news/46586/watch-socialist-venezuela-rams-military-vehicle-ryan-saavedra	28	16	US	dailywire	anger	medium	"[[""in socialist venezuela, report says""]]"	"[[""crowd of protesters""]]"	"[[""socialist venezuela, report says""]]"	"[[""rams""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
8100abb6	Ministry Of Truth: EU Takes A Bashing Over Orwellian 1984 Tweet	https://www.infowars.com/ministry-of-truth-eu-takes-a-bashing-over-orwellian-1984-tweet/	44	1	US	InfoWars	trust	medium	"[[""bashing over orwellian 1984 tweet""]]"	"[[""ministry of truth""]]"	"[[""eu""]]"	"[[""bashing""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
84b34045	Morning Joe Tosses Softballs to Dem Demanding DeVos Resign	https://www.newsbusters.org/blogs/nb/alex-christy/2019/04/01/morning-joe-tosses-softballs-dem-who-demands-devos-resign			US	NewsBusters	disgust	medium	"[[""tosses softballs to dem demanding devos resign""]]"	"[[""morning joe""]]"	"[[""devos""]]"	"[[""resign""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
cda37d3d	Most-active gold futures end the month about 2% higher	http://feeds.marketwatch.com/~r/marketwatch/realtimeheadlines/~3/6MBMzjB2tP0/quotes.asp	5	50	US	Marketwatch	positive_surprise	medium	"[[""end the month about 2% higher""]]"	[[]]	[[]]	"[[""higher""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
084daa19	N.C. crowd chants ‘Send her back’ as Trump criticizes Omar and House ‘squad’	https://www.rollcall.com/news/whitehouse/n-c-crowd-chants-send-back-trump-criticizes-rep-omar-house-squad			US	RollCall	anger	medium	"[[""trump criticizes omar and house ‘squad’""]]"	"[[""trump""]]"	"[[""trump criticizes omar and house ‘squad’""]]"	"[[""criticizes""]]"	annoyance	annoyance
6d096bdb	NATO chief plays down divisions as allies mark anniversary	https://abcnews.go.com/International/wireStory/nato-chief-plays-rows-allies-mark-70th-anniversary-62088498	0	57	US	ABC	negative_surprise	medium	"[[""allies mark anniversary""]]"	"[[""nato""]]"	"[[""down divisions""]]"	"[[""down""]]"	annoyance	annoyance
9ca3aabd	Netanyahu Hours Away From Deadline For Forming Coalition Government	https://www.huffpost.com/entry/israel-netanyahu-coalition-government-deadline_n_5ceec104e4b0c315dbe54078	-20	24	US	HuffPost	negative_anticipation_including_pessimism	medium	"[[""forming coalition government""]]"	[[]]	"[[""forming coalition government""]]"	"[[""away""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
37cae954	Netanyahu Set for Victory as Israelis Vote for Never-Ending Military Rule of Palestinians	https://theintercept.com/2019/04/10/netanyahu-set-victory-israelis-vote-never-ending-military-rule-palestinians/	-23	49	US	Intercept	annoyance	medium	"[[""rule of palestinians""]]"	"[[""netanyahu""]]"	"[[""rule of palestinians""]]"	"[[""Victory""]]"	annoyance	annoyance
35394ad0	New polling of 2020 Democrats head-to-head with Trump in a key swing state reveals his electoral weakness	https://www.alternet.org/2019/05/new-polling-of-2020-democrats-head-to-head-with-trump-in-a-key-swing-state-reveals-his-electoral-weakness/	-23	18	US	Alternet	negative_surprise	medium	"[[""reveals his electoral weakness""]]"	[[]]	"[[""trump""]]"	"[[""electoral weakness""]]"	annoyance	annoyance
8ed88e0e	Nikki Haley, Ben Shapiro Discuss If U.S. Should Stay In U.N.	https://www.dailywire.com/news/46812/watch-nikki-haley-ben-shapiro-discuss-if-us-should-daily-wire	28	16	US	dailywire	annoyance	medium	"[[""if u.s. should stay in u.n."",""discuss if u.s. should stay in u.n.""]]"	"[[""nikki haley, ben shapiro""]]"	"[[""if u.s. should stay in u.n."",""discuss if u.s. should stay in u.n.""]]"	"[[""discuss""]]"	annoyance	annoyance
5acdc24f	North Korean Official Reportedly Purged Seen Back In Public Alongside Kim Jong Un	https://www.huffpost.com/entry/kim-jong-un-north-korea-purge_n_5cf4bc8de4b0a1997b6ca6ab	-20	24	US	HuffPost	annoyance	medium	"[[""seen back in public alongside kim jong un""]]"	[[]]	"[[""seen back in public alongside kim jong un""]]"	"[[""purged""]]"	annoyance	annoyance
bf8d4f1f	Nurses Tell Big Pharma, “Put Patients Over Profits”	https://truthout.org/articles/nurses-tell-big-pharma-put-patients-over-profits/	-24	36	US	Truthout	disgust	medium	"[[""“put patients over profits”""]]"	"[[""nurses""]]"	"[[""big pharma""]]"	"[[""over profits""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
d1bc94cd	Obama’s Pro-Iran Echo Chamber Finds New Ally in Rand Paul	https://freebeacon.com/national-security/obamas-pro-iran-echo-chamber-finds-new-ally-in-rand-paul/	24	41	US	FreeBacon	annoyance	medium	[[]]	[[]]	[[]]	"[[""new ally""]]"	annoyance	annoyance
65f49a4f	Obama’s campaign manager: Bernie Sanders could be the Democratic nominee but won’t beat Trump	https://hotair.com/archives/2019/04/17/obamas-campaign-manager-bernie-sanders-democratic-nominee-wont-beat-trump/			US	HotAir	negative_anticipation_including_pessimism	medium	"[[""bernie sanders could be the democratic nominee but won’t beat trump""]]"	[[]]	"[[""bernie sanders could be the democratic nominee but won’t beat trump""]]"	"[[""won’t beat""]]"	annoyance	annoyance
0b815d76	Our Views: Don't shroud Louisiana's death penalty drug providers in secrecy	https://www.theadvocate.com/baton_rouge/opinion/our_views/article_115ecd26-7c08-11e9-ac94-077c87170287.html	-23	40	US	TheAdvocate	annoyance	medium	[[]]	[[]]	[[]]	[[]]	annoyance	annoyance
a00eb499	O’Rourke Dodges On Whether Pro-Lifers Are Welcomed in the Dem Party	https://freebeacon.com/politics/orourke-dodges-on-whether-pro-lifers-are-welcomed-in-the-dem-party/	24	41	US	FreeBacon	negative_surprise	medium	"[[""welcomed in the dem party""]]"	"[[""o’rourke dodges""]]"	"[[""pro-lifers""]]"	"[[""are welcomed""]]"	annoyance	annoyance
ae009b95	Palestinian Artists Call For Eurovision Boycott; Israel Responds With PR Campaign	https://www.npr.org/2019/05/10/722106820/palestinian-artists-call-for-eurovision-boycott-israel-responds-with-pr-campaign?utm_medium=RSS&utm_campaign=news	-5	56	US	NPR	negative_surprise	medium	"[[""for eurovision boycott"",""israel responds with pr campaign""]]"	"[[""palestinian artists""]]"	"[[""for eurovision boycott""]]"	"[[""boycott""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
6211bf76	Palestinian forces arrest participant in US Mideast workshop	https://abcnews.go.com/International/wireStory/palestinian-forces-arrest-participant-us-mideast-workshop-64037438	20	33	US	WT	disgust	medium	"[[""participant in us mideast workshop"",""arrest participant in us mideast workshop""]]"	"[[""palestinian""]]"	"[[""participant in us mideast workshop"",""palestinian forces""]]"	"[[""arrest""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
a06c455d	Pelosi, Hoyer Say Impeachment Is Off The Table, Leaving Democrats Crushed	https://www.dailywire.com/news/46317/pelosi-hoyer-say-impeachment-table-leaving-emily-zanotti	28	16	US	dailywire	annoyance	medium	"[[""off the table, leaving democrats crushed""]]"	"[[""pelosi""]]"	"[[""democrats""]]"	"[[""impeachment""]]"	annoyance	annoyance
3f37b11f	People cried when Yosemite restored historic names like the Ahwahnee. Here's why	https://www.latimes.com/california/story/2019-07-16/la-me-yosemite-historic-landmarks-names-trademark-dispute-explainer	-6	58	US	LATimes	sadness	medium	"[[""restored historic names like the ahwahnee. here's why""]]"	[[]]	"[[""yosemite""]]"	"[[""cried""]]"	annoyance	no_i_did_not_feel_any_emotion
32d2c875	Philosopher Srecko Horvat on the Yugoslav Fight Against Fascism and the Rising Right-Wing Political Forces in Europe	https://theintercept.com/2019/07/03/philosopher-srecko-horvat-on-the-yugoslav-fight-against-fascism-and-the-rising-right-wing-political-forces-in-europe/	-23	49	US	Intercept	anger	medium	"[[""against fascism and the rising right-wing political forces in europe""]]"	[[]]	"[[""philosopher srecko horvat""]]"	"[[""fascism""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
66fe20f6	Polish opposition rallies to condemn attack on LGBT march	https://abcnews.go.com/International/wireStory/polish-opposition-rallies-condemn-attack-lgbt-march-64616169	0	57	US	ABC	anger	medium	"[[""lgbt march""]]"	[[]]	"[[""polish opposition""]]"	"[[""condemn attack""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
0202031e	Poll: Immigration overtakes health care as top issue for voters	https://thehill.com/homenews/campaign/451397-poll-immigration-overtakes-health-care-as-top-issue-for-voters	9	54	US	TheHill	positive_surprise	medium	"[[""immigration overtakes health care as top issue for voters""]]"	"[[""immigration overtakes""]]"	"[[""immigration overtakes health care as top issue for voters""]]"	"[[""top issue""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
